n,F(n)
226898693473440926396038479324345485158163307559,11755912615688291025942006163002488916999901057635103462591413059339442759325309562454963494209635476714128298562117
228111398944441706000004417715708389138169894007,6151883963273389685808076815706306953793923940975043092274826625170780957545320713712433668175892591611277109011319
229157160135067772085081515568073682905725887639,12672183084718337305450448798535860936058718407698040100415655932976401963229890880483433250217215336724392713412565
229166580463610794440886953664660681733189611681,6821025411969125056259934659044657665406239146590789535830964655161085532234000171731605213228043684468147002756090
229430633363872163161123333277372748122580233377,6708189650145748181769769128442116357049926365491538818357159639288193628612217016393809665920411419116293163348811
229440064934514980871537629112465537582284049383,13998333475510071344037459103252040998361805865327042236186459843604297360778002863324448917190150932128471478554068
229482957879038764278023665777856539301967029137,7775395727831860763667631629390437038042157778068521957740604878315704077708673207583647254396973975160217469734200
229492391600668805923354969627124590986751202423,24199298737493635430789127534590415320382737566227805853316315935958197247121710923402509350291555691084087772094065
229560411487687235323987342167972748548297951211,1500281568059268685770409307150863748411884733515958043522861594590970225722956199841884722516263183368133744875692
229569848393326189809825114371533674867020287469,23491616181661689338681741719085697875112406272037666252937649854386309387657667594936328230325668603535189599570005
229732986149122051941731746340455184651495929799,22765109680993097067630764250237088198734558554280489351413766144845456303988931265461329443262898930134223148988548
229834365951506738226845652607003772371660872173,17995781756672665973274052456773989156394592787510734770683019600234486043102066206848477181295897229227009689717440
229843814119028382680263159792789110948641379067,20234880571755195765749040652783206296444830098529123063313253420448134629733977083011963899118043991205964514431972
230137250791568042964460462356015850316686153051,1645919809624715422311915153505968231151023160121961521773083166961175636487249233855219829256439597743387654184747
230897517449170570355000930127401412356748015259,8349193043733913240948263829573090856038371236701969649152816253718303808378181954167973650719833870155679321587946
231086194804549576211886262402293166437825269497,4837993368252240010513080624036618823662730070783536140041237796123720107702149963987652669060385810558410549773672
232002190486657905845569958257273694156317883261,19070514312475491215274866099026020469639800257483349092501866756038410129697400412665611295926419693729929578371225
232410448282614535330372434868716426135202212889,15342655000960518268981389212507763936823450188840881373429335484828084961494689863653128964246902315079486363858576
233295366402879009680641414354585981416560958493,13701361155540578792451723015761557794155174993354450936768692968375315298154611309994874044307396693914862310511118
233573778114202776882662482051649985800989351499,13925980541267568839387099651848886841232331862014051859315784251575055840393393979938814220057642499377168882011738
233871976751851795745110243324813526055287691947,5832650157544832289826375301712902655027781583254123065536662702271088129153028006438095361602946228407463583939308
233881590899874532493733091989726008693975642413,19245160860003978385723366544090228204705129980557769814167246173985980927787209840784762768658803173956371944534331
234644581210540936055221869581000891782373894123,21312594760456167842404919026538031973900249502712004079198290946022067355785237482045338450064284336310209405203383
234654227119246299372442357366197412357626523117,3922958612310830160342400775161579705350704307174282268649891091236247824720599609518129887299310768896631444378589
234953805142988887721932617066455350061108162701,18369421400084278460406247305118874680183852410613170458679186803340223252962468766772046780514347479324634852462012
235057488861788698092651019381914641862846625327,13338970894066815091177343197979449067684062910751826819075108085669906647274126004809762937847971745405330203593245
235067151744546848540614775099619642460591423433,1576976093076395848821972994660592313691942844539506609999531882477293940892442345873669946852624336530587728792827
235234196013928548287553692554887925300915025243,6058377165567642024104578985039049133677104396626903916807018186649814908001614154228059347431872239235376378915336
235313590743398630480067365528326691565925623929,17364393796874189700055538045334832733508990268854708136948397841509815324617337489250421080592718598744681827404268
235367256940310673584059480546209411608121129449,20221386882585394288459081282949774176013615714978152198908569179578558285988050851810666851387292559000382095003971
235648141219345904560565305403941112025170602207,10968591983720655472607456348680733168688092035491009216419058988191819260984060328014431665700691739648173845014861
236182064271146484616584158717098240830787044233,11415948420208345115726175889385285183546592255538572777210800927505249713464922097259083913135369859445624271583066
236191773383617995581243495856997006938231199807,14743440152332352367392899545035455069757570984686857553759436193870898251179565629334856034884032495085930967954866
236337766271404053170663872297335610542027758003,6132328673896811339311686029352695555782240172970686676580718662643106391320399141831385586523339023837342481777965
238881881393965624851702346410155526542257491001,9150626890142520659136030945736922595348912327688825920887585600204224861210502404370458739185448665764607439611631
239132319667699992681794683525307984414985755113,23863941994127472605196527938520385259134759577907129678789692714680390597351405551468980962686847572557905251442179
239142150061021314220197422886986767604393903327,11986138112583665975204618122606871722237394789439177293598759479244639201146775404001987690772672745873991463221038
239186856773333278103741169511183105164763710553,5626150767419458449095499490171394344513313793754034244158300269361019476677262894634543663209402859318188900716638
239196689408598305648317273216137824576764655087,6339019532699740815762202233994356216655607680411445741797573144548488388092009649511285654066909935441094360034296
239472299314036884314198098805670144123258436079,12829347222065016978449531494914314104317899280180286585857546785625587588111669077596010391257855725126684932380648
239482143683443284522398820507050882342646610441,2257444026749280939475745602386382090218174165259597747633602939334987350432941609953504494363035800469729552509908
239553124460813123985041880561692849636621042837,14718286720875411543098341599534692278775199355612466838930292213775765910764080463452949245009291134624113378220568
239562972152827627389340174356836107728188344723,13160867881620707273631476535651682869738564320912567762891165718330000444238491726108602953986137196357757430389610
240580033279802636794993870089174778887198497257,666149192773723193604810628043436068400164013957964679830607583769198129241587834503871325163336733414225605917684
240661232301806318251843475359965219241606443571,21163451075653408597713496348907858790715525074697800446655370894312527598265191431750399958838077993301032727729128
240948434343439347967320254023289346349248519653,13778911997647387935811848288954535818392926929959789981152601183008127515182447159361902836076295222554433848064967
241003385636657358831891991127770901727951750293,22987447867563574437797152039381231338355018086048279479892183905822842984493248012815019274050418453296923978474272
243310304806614216869576860212061798848535995709,8168313173256315968163183805746096064324116152444358962971233605867167799510806855649632178253782169758198451792894
243450661121669171894564096029951561743533196131,17813387823405014500987181770593294940383904147375117972131052687338482133122223368198555847155625365054778567966127
243738461663950426125034535441966012413999143641,16818988091310246247427104427144057726203829501208230930322799135378849835578018482015849655962011720953792901868632
244468568845746627082051769280093968061584549551,20774365510805058352421000139662791946904587193572023059728595039435646893105415690452820604995452653983932582186145
244566744116255984969373646396323676936979792387,14086604905658680576639756862914144097185170995547489972577065649499260590200082420029812901384733918070851699799835
244576797911122854795210120915469208451614849173,6551297708673667337671073380122710444958405185006747069871675754058557212262206095604936517594073983403947217164885
244858606945819017500428257409387740267831944341,2059096771602191381584602476698841755892613224938424776335338784350558687732020818457195474104921317832107985807803
244868672738756304848247278531011498943757838739,13707831858976694513457293091826700294361534251915989892449371821141347429167946521703667857107690801308459030229559
244914450002628652833167228998019598521574756421,14812968617414402422782823806700179428381024831927901308401592998586849223730693877874966543831156642987482602885169
244924518091195462223243598135096936327257097059,2919722372939795793744319726472009284667420130535320016805582238252834435174227723318078453340330710650747025483605
244997111949024071090736076058480019454128034663,14575145318401887216972202785033624866990043047043089677233793730303886648371512018112007016467378282128337919190131
245007183435707232557991904170075109303333277777,19155547572376121855630993371351609495093304625671124476609939955352771839425062661858833565185423350636731591349632
245289488374063375305967398357886750197603273809,18022687522717516122184824699791542308449041200925789709848946662833822376457436633900524076439015164280617297942962
245299571879930141951387217696084101431694365111,19619845179718324755409758126002171713033275899159981855252235640478590729424976424414183030851085117858642827304019
246424131080111534971847301595394804209327077847,15953358021460041919899540469957464687053740380903819644752864499692606464719472346733504240419741008247820773872174
246625495970766975600494436841658575285950660301,15470593914810942632122328610331879267293108025328991595708051045905844203277196121685790139247475898214056867495879
246783107387116665805899725203418865700025753401,11762016840544261769311025643072482668895970971322516264531495274531331732259313801746939962307277258978753104747161
247693911540773818256510713036084875772359919177,17918450233262831693163806271901148342755238357955358669018588084282151833683527673122542601312446831940353651960248
247704093889095141050888895107529644118097267583,1399065025568233508504165744324231354734300268176956023229306261993786112963147317880350192430673174414627376140849
248983222452798267748792414574145971957449186369,12909775003170622308381138300031401890676316648700536504156489420264431926920511213736938997563305697806482717035385
249220725541568020677612554355812317105096241539,901948403630313165745951804906309097277815651286715022476718088760400326840621695635807067283457737470732650021970
249280355851214252464273791093075256559769021767,13157718863579133230225408802024268406818260483801000061115529180414324870027033081167097514646185169770303400469438
249967254588843413242876164095323795638476297429,23741936348916199900448586401750905070863025350543718564898897968091708722337349610680865175768143098033706984311711
250407125782325268287451192055169563297581739921,16120409582163619892879796378622377983704134611555211564018172033415521905774153409212114725723198592046381374752646
250423164684709450857377825114525741652736013159,2198170334257791813447477572695702478421057463148744155125176542323816918198554532116971935465206816039229617195956
250433459228788819336694327941023143438399303761,22342447637192961691275841492442718227249554344681986189377552746600380208550571961278716823985981693559654644946933
250787966550715949467253351878656176656270025897,17720206521382506322113510615984066426137357364153805899892141971732608793050964769356754824821903353596970054472608
250798276091286934718627100789624508077302034463,3050274597870528840494990158411387275042410709189180490089813807213416936282810779338559087994513582557045138716319
250863838150146162070261174426545130983574893691,15387357443641290073893898812399317951756610071790265915949485810759664201849332086913516445714804590858043506584136
250874150809691886299537783560879115066867367389,22147322095004697854132406397201757681847746397230511198493061047254518372880698843936919890393613478415892012111709
251229281963564727221474314600608881226537197653,11164318696567754912271199526028427042620646313289924477342900142287607186470569701883461968077374131506171359197017
251239609645991623432191087643177393482115115987,22417910663037274832549007333505438158649487298637145540137438551476064781144876362829598597806431387190421683693334
252230207315528859063487777536369022095810997199,14145413212507210515699254397291516975800520699487759318895548330119279126324888169282895345826792639853259312859064
252391400545225956807543472652030029358074154099,9541771980668676724344677434981822621162242461366498468955664749639364375179373065475614274696880202817834618295526
252692601219858522460707785917167023147967477157,16468756850354204849523171411663166157854709438446662782998329864476356550822280397631974380266492673826657291262268
253265142993846670101671252043804227089900723283,23092452096821149736827979901636560900153110136483189006533454445154136882987272070639956795054945707299869724086033
253275554367657077470749611242085476443159234757,19742083561856193569140674545772428539285537948960779469400330882628888419816401904623527096909347463399468641476216
253710817531894855793320145538440950934765090167,2042747988547952395963746272485182226618761628145443483883979322651772539666359769398029167380946780816178664720795
253721247226758679948689303629902086076514137793,15557585024528981316143500824686790883953394587109771020054497418713338677157385747095506571057518346639649687553874
254470796440085441301846041318794457713640638337,12570658724274271326791704515133422927969089013312603092460622795294755267767533514595296490472688064401901769515708
254481257376613268899207312079278653099569289223,6609106839256871046618262671006017782661008269338071463190165921763324726471471166863750271521741102679972959002801
254945400468625528812029021414566284994164030733,16054241650678564533091400934380600515837870595750566542841220033902242737516854663118479835382870248356285615280614
255316790064064210722924879604017785550100152739,7469012347645749406423198732743053330373945046035590325700797673688879456631237309463295329861168569787549105199144
256487272519565047648818393949936460641416001603,23192413098014365332020587051529895855870118383205839656017362252975304488028669342905698191058451616372438682853147
256497816350588323903238363308353954935648638037,52046130384131817023613328390747837773642709576681256374509791103969602206094553243381477022878160803961053458774
256793361155511725072083984826970066682528006229,17982159915069029717048883704327406597595392308943315081295764362079493372538460734685984977677381650495906238690912
256803917569408310647161227454947907446830222291,16131277921452373352469866918891983244468371426703261002883436650086162089155169153463285759080116194422663366959749
256880032395425533190156568968254359033936363287,13937275352189449778677497118555064831805379609406369952853685360531838739811109136450517088779597182536684800457116
256890592372254888301859630360214855912279370273,16572804132565828167052687281545968484382485875929665050079985918124817022336988968449611194657640985903510010651999
256938617088123278092813943105133367010323399847,1657165445860284784990559481771823974462766057902453594508906296530277039346940947398074610419325094711270805204898
256949179473286950489088586532526170288792586513,17632945121199117559632131028378520992011036144751698634744051722682698201381355009998757369304943755728843089828071
257245244352914867858031199162846469245071951121,9442724870470925067897374827865802218437914327470705542515478515521361227641254446794353354282530155642936537612098
257255819343094123806465151635431261994733338359,1599908108357528283921640862838125547134086641889976667623169395090989217916391383557559012555975651964659744468213
257838700291979992418682628996993698708201343921,19915161700581406453353492443238993143086253134639221992478029510027667005596366714723420556954835431036871274370011
258435191146417473545149767038815667157247000343,1984903860045294304711807277991230666007861282459209705635795274211155867195322275298580235426696969847859254000449
258646370846143383596970588789514781000873059469,1453614316860117116767160217030953269933662535550875110298264472315420568764892635251696437019944106859986182130678
261059478378259456436185082885561846953562974481,15766734643723876926097105647888394802215773591525291328331566480030718722370326451275087893085810611121549885479698
261119016245698997696842273120198789871011989761,17261383863845510204447145898662175447096119580922154263691051151717261800547635832745573567280240008186395277555502
261430632345465848796445827512990031839862834823,24144810375571616679811610824816172969215339551826307523051194861753183909779153018053105480372172742699556124850389
261518868727258875927512341875145909384934944669,19723000204347156834671415960591677833881658289451111005201435806088032630353486934096356311657520768657445637025338
262151011497374938215580971717606491287561674901,18287445830499560822307937964217400916126680856985997819363212659294649515831098017504566516288785993898854441623723
262612322633865583480634542620685628918035847249,22056936091660743113682500933962033618523310778694562069128843680913731160833401166841285103284210674578364035020733
262629143294996726617022157174871850690491311271,9072795536150330354030263240792696243233856041877342449706189456129764172963895478035080039287223910258406704108845
262639939609689023955000397718495690664552360209,2439373674780064787536456946384949042770821956594080748443831471923054436549498006760843607749927455454321067958906
262717784190479588626892355529432270474946089213,7015792306675489589361875326071527268014496851343216267387058644192212719713455543023250463178252784918385831610952
262728584149074425619719695256777599981103877227,18520681403547412342296209754664594650321682487971762855715142736124591846201448824279733914284662158731204576171532
263031308239497121687148112672744812926023524459,23480327160041639792253569105867903915518355689632312782783712028154882893509950597135254635236715977889518069699294
263042121086624641416057025022681675665637636461,20241081053825264644698972254928603623635210011274985837915617479810886953176997829156643946131207186020073258748336
263091295807310006963046657207729175683678856379,19254102220865444007157340685685225836552149266309690623205236164260155556557638578144384235097749791301192234849314
263102111120442066812519897289943331027698954141,7226717803950749670134902631409528961650457218460724627483527472983901784099240350480107198281430715164760289469432
264463949435449864050004069977188206786634673151,18158522498357479883383693137009933233527933762018819014167585918816824200374065607234841104248400699247741940338963
264524263734941456930164487188379237635701558031,24313854909422094638082823839820116595036488395851298077867476076804824895577249441642349169202197179952779722834964
264929330684135580353467325894742211370935336499,19985781076128937356082520546185490950246759698065513356294090635308830630471387128927153661356616428499882262085231
265722914124682732873271166169446227784641261989,327697736320260827728469005951399693716013671673855312019857084614618258681574730597177697822594977994934543084505
266874062336836977247836169318635737349410137153,14531852805647768482443030815926297852281733875345124283496838008221059873197474747442647184763736102163438235119700
266885033154180595177929057812431675578777436487,19264825143682226989490913417496813000914233103603143992962124953503136541341592345601905787243490461964851099417544
266992210573545876064582967257442382170247033019,4315946873057445334690409894824544384271687886700493354797565901763448915171257730824121021161184110717964445489463
267310835668428940124179684281365469738673442717,23379450309760107929000892836539447374357266062594179292879342021182216645487866958972264928190649538405773666809859
267371799235804647027934188085226708255274537677,4125837530639096168963304657898405813559416371949161314869531922284525760918169347413033491980731279461705921308573
267462040841948504207951055250546958932658672831,22154548392319545279765907293563994564105774748428811703363636359082219463729301782326421128654150472204363340244351
267781226626274631575381146268732914978627643833,12445665731864686797750265273946227774307445712567999523666854603603774146472250700011532239709025388757041512662144
268519105011846906863977817179209286128093769771,15079053943201064510114153244576751573077215610257107958169591975864890286433718027140419032451154409770285923449255
269008851443271199680680097773191419900144518041,7020276683811857513023419329608754982276733769440993600751834303274738882599927475603182142755345505532734212793621
269019910018792396797886049535949775581149221039,15634050390624224155711996009018847035628597991967232857627028089728848209173187516450006210044015747418144677193946
269228671384276124495345120286235023190541094403,163621389012201975413135352348161112233920013498240429660724261466466665361481366743756969593975083199706376883398
269239738996285919017254484618428760815275609237,16179635946366477648231351827668071862259882823157453149387517039674293475088062500782517548488190156704342758069492
270474050264023939710787683530195090539013359349,11502661900205330111869023204339283665214002767790686391907073335444933362636486916338103326516229191250227505071354
270950007578877841058405873186842883126199006001,6855219884029137885058759270344734242806740825135144429087016207918696751968294232749982785571852793270963463472365
271761625675958545976818910956655742686740255511,23126881053591428560662830547444701174299164072883290762965020689905599320246807018040945523633735568965360277086159
272876701484693304747308062028370459579355633787,11438277668791606544967433235257416744400928916131138032649303052665781210638377090666785368021208923856616544843633
272887919062089563777606981634729283810499639773,255715113342361199170929173993103482724679528038956779745413384081748762385856672964959796274434086338724793030586
273356886781575071433238856530108822250190203263,12659112731956121028841798174808462294243196769000811525966825477663551932521309512065179327008981721496085774710817
273368124098713503428011327717688728146889277177,12486985024764060123550507525442399247115296031727708584279832285702878731918816457773220617213594864887934668373933
273385633682930279138725766308084675186346734783,8342907169303272311646677113651599616454375965732999399647702770095903066500351188586415434683014877384867742455754
273866714555569790829461559607731662387071303667,11022268897690153743107917133579658515317904633037706210474455886479423118070706373582715730657134381613623252457524
274845767857450994797954070938690606086768749507,5821823485078560061283935858530095404492874351984861917378707482290187620426314505482893370045979005013685302034093
275347053358139363112840711884500448019995128097,23154995527711856519372052230780579658446215261049012473579246816244947256827223734635951639739985179944829760686477
275358372488226583299048441625451256180881468263,14045730169197659292642822242943843780537804261568244191733202953913083776962537952853642830734542318798318179130931
277804411689157520653444736024963342509053528169,12477899729912049275384658639994040021767586125822012907577983713722137093615000952814228591626749475800139727855997
278674624123846076330214403382486481847028701541,11560971452078001913712753069430338107742488625530501811724648280400655621023622086692272133389961985438920832665434
279779254162981495771334609935226339870886129433,24117080282190591733545891738537828905638724967231402152318694563037726326138515650128191174682664953683976213848492
280271585987174066131619034112260843979310656517,19447140947124003552194904643837593955231428129474363075204177114550323156572798999836908524921117645184137025532105
281427253062437104573800979997455275517052264999,11509065584997416281073088886362018914183695267245486380688315802241767040784767170377611364153511119087611292728367
284819904716610067032139235122474356293146964149,6549981467241420150789818012106522179011277067483513593944404672617764694216855697178798212609307556603556384832782
284831613262293044349275136967802559430436793971,13701936799457146062060374634899999134098831754744389831090645899712556253632492422611478317696879626319208267924223
284942686271334319946271842275168831908485725639,11378272363709258118443935783623133637176831020406617498555227028344092864719488711390194073360025976348768759886200
285007671001973015268049051699931655622898255959,20568516941710225031243133354374484151587848391215790811793248316899231143872807774501245460547965461167344854647127
285444104265824273964306340906326724641619813211,2254101112777225286014732028427531803305804400829126139120520114883655748688460056471069521484732751769747283324763
286575567645590078959495842035025030258380159143,12344111164207071427844734160174965586860683356002024403314893915279687112603465402957495426814197912801535683780590
290076363940191493917339200443897739278700087467,12759907865168396875904975045805652576429231562682130304256080076951760128814342590833281439299762896686844090684271
290088288571519929360418186138788272541390664493,16434438550462494838472867530891001870207840729159413276012083973118088491121918019273236232291760489661182985106913
291226188996057049085524239233379553907112514871,3776911327664529430215883182994800512035830584274976013201787267752475773944672470067704821089580788023221229914024
291238160895076299287446006343072577251505124609,9802227123175052831627408977976799775878438387285733107570265828803783543797244049546816487560242772132496578435021
291418178596512134776621574515268522231683166861,420597637327315083269577125844029535783375100115702129990851041192788937780849879427696822823580136848040209559211
291738664166205136828109898022832069316591392779,10508854469860101510648640225551335042757565319993578006734024140817734123742127577115203231809778445032632759565286
291750657132357834183847477030503427825723649741,10846009336586470271942880764764237998994511844521412655463196548723624556731166162259446120400060725970988452680053
291930991613690735340077539388497849647942669289,3419566338920388758911213938510142416851457302382915047718322538330434292138035649161271863016831838196499713529142
293327664470139171140567136023873047584142777631,8415228150085278133385989148847435023566797788603482413204241989090795654273740033446275520334745640179452961244549
296485261153976671551327147636344591421467610877,10401758420189642737084300795226538635798608904614654273049904394796293812276421839432728985894704652712057315369060
296668522149233988493619456021887955661805715033,10464684428825869916225026499492158693320001283276848294895512246419609613698838324022700481764951836351564004371883
296680717774914510336887636083877495187967233007,8210619658405988898419408568371679103293059699796110153869773949924316657156827014523738416055648289320740929783975
297413990684905657977260283461008911710839936553,9354368340666760008019762516702147028393789307697695163393437793565817783139046392302661111061757882245404551202936
300351719084378757066763773492603072714899117267,24517116000577834754313262907530465682518681400529764603342838530946047648014808339950197744738096114285972764005120
300543665418481879906870672893123404471385364967,16380390521225198235076538132607673326057517449957594491916043283661630323410327460909194078673276289258491351731342
304103546230217896506131563197714651767367046387,10997587959352227532302856000501996382327183541772066356583843694610079351784913382640778974445119860430057444622944
304172900833758148302494502254886203664222410947,8062922971507508189763964646614351466763549640931968791411347567249938849216602731063666608628357602265701580706700
304638681882455126437852800131386734627526880663,837466037758190706578657390351098612989616775726461369379240306124469013905916126384101080922526565735508386440647
305420964619617395595234887563399132771957383799,21680393751897116774063524906157108484084788438082658806093098725000385456294485487172997558174145539663071743491317
305433520045897542239423919125291258793505616321,2714097494920084661474515340889570408844508167846801400669552001102258173083681110485122784442893806698970441616253
305958418553103956674430990295538718746540799051,15614221353678539056495980045439316648455553475086057010110645869597217064569315416227399065326869312520480412903703
305970996073359378622721538452831179702844658829,19095820792439789893594063488716298723196720685649941279004651282747696969515705295823523593902749284478696566499242
307624868975304718001770115206206176829240326239,1748097391867910851508867187792383929256870075824104588484117718660378311808889957024242125367540482406834255967101
309582436054453406105720983026356720375094422311,5095182494027640048715418423882419137434267533359952759989539179725605247383221562721828962387286407111663721708237
309595162552971118669828852275731852426285684369,5211767286115211473912690449941993787572036091724418698033269723628376815424673978518712901900793599658932990690079
310936371379610848312796533819957912872687540413,14151347715343793238188828966699250376925520372800258445621626404386670205341751429821915889240025569834499651174610
311014480514728568726381846762256591330778656113,6129843022645337149745862981860975971587988000790992036618102503788042527473358645433917927285695809058593193529454
311561777443517011609238933843234907902050291837,12656917306499460322263171245671046050398734226185092672546848733317744009589919392315451610225975656515535125543906
312840158819436204904236148865824986654926057929,985609544966341236924841731671791714568130606864010349761747355632794157313127197752759923047333982583962243119064
312853019238354790532224105117467515246710766591,7151644042891287308383748092616852970241847172187240909218957162779695217431994612385115830968819386204899663301130
314544091717283619788199829343086410664862330981,13501700709927329687401050969591926578943058923354968931299232138145155776756903082469277125093645662089374724888934
314991285928455089748026315986644776153710274323,11296982602619769997289072109688916496888491447009881357683651904375253551202878091516540385308856960858234955570540
315097599756782337722889944635364580756904563169,9652768206556948973032071391633689172433289847965991205050539804860573068200495241815711559481247441389427742399075
316041459904986421530176693886951625715136720359,17999030144121358141367809772501212762172635172060680487036962148181784335597747300212897289985293783505644143513725
316617881374750228499513062461019128217576310189,11603623531153876893444298695329486120549173318618257902842188165657248463784355219352508195388421968563355537655602
316630897090529686676479297838828912881035683131,12511016412508953271157278513963190393434145601472770456697349827092678284727831397580408555232467944711879230974297
317930077770529823873001466505499416065768045327,16707934856997256529310296206803581612942527506473665275354844307741591736902223556687962856454272205431093668577436
318489544181371236863482047241405297649089502723,2568483271908264986663628626258737823839479754372723506614561706130985787915014513256152515896146899381934799610819
318925982426453661698179634796588794362766327603,22854781687116856463473000371130811852047046459860371563179012489854137227097170174747703608389064037742016132666680
319487201345919918011471138533295263057283973847,3452017127182258496656845100599197385082139176307242277160904273388301378631420910721766687189933037215256488228651
320211083913680379461307632825983870665367901393,1079657661454899854110577834164573817663187709693010238876091190121141722741341038900392655579279899741592761804759
320224247340962364519978842669746817934258523447,24031463790974818427408635799332064115293898576358611857236903124151358528506927625412090227760006449299544054342698
322076197094386570949768762958769165854628213217,21505157924623186381466464532261719755113969158470395677859122088997054134678061331655236305818278258022888434012845
322642959494689895034698664991099093803871948333,3568595336147103181007399127063152724426738206564993702078386594487348580308333275426510661405583485689548863917406
323609421415696982433068835640451186319162535163,20630520405976746522081569075104832288114812798132020069237549644150735650483548117366773597361617982764247769821115
324671921076171978420846783925480722209770925159,13748098897996189254825140372504465031927388682323632443484751478374796408307529899173393231892243921733272352971034
324685267882195534661087062639031843080502951761,8135502833406953016747114701681232704961608914384687065013769528635527723413617706773587402635542442322144030691597
326173765405293564495587464551713854265098894897,13893426569631494093007076483461909418409460579592917826912330698685605698049240042038688279010255851829679648580909
326673236456434154946951499567580936109186035213,20607546593922686814841523860677599038925552296963629437089226510600256381655134660252899299155951099492751926560041
326747738359100213464775508974815459446741678653,3084458075741308455222222360050025967239228709653503551489742110415768833790458351602593669250035025622207386547643
327878891672479457928067414969967767740563806301,18606128427512123756306841125755597238347079693775060831189438403578185829081190688943876535989211237143121088592493
327892370312553616044515782523128161794604781579,8446184108625308563829966499703496839951124972400997990297455979412269524503367162036400480175493514749759633219362
331445766868445893602905047643851604194228748071,2997970005450083453614205889430476272403758696191783193969388023191161601308094915065040523841256422294235845997337
331974572995944333751310035247820620182666713661,17838919997499233389216373519402273384016529972099798845664625844763878065065253625909299937373401081760241516828212
331988220003717113279795829693210584619292831019,880252649388008240835235729913362546470646512646831365947304410085829059245334780676352225796079261969153791487333
332050283934474948867104432905268931974482367341,1334854980904138881553172937915592853676839777543231894173619120148002892715659927537009132799191766993149102858905
332063934054617923761005497310035047613968655739,6237865204622351598579556755715447182868465422709003422595767167260339208138385065097674870335714410578106206281626
332558753719413673738375447458227625174382742489,10686895043803271146544074105196053345107358529869477941619826882450507746856238003791251312695882004006976837664671
332572424742034343413698873483040012005108574831,23569890988943511139273006262877066030571391311260420958250588819712239288198347754455861488409966865467098665382810
334097080399213206541018176561679633875820262287,19272470592378511033518022879194684796927117396063464636672490150528124060942889174015556076406794053840912875572699
337969494812552880166807149977263216693254484607,17137161431810111141650965121084430321175550302292402749347678841825375827684736655797955344016943988193334874738650
338900778862397824905078813969306332869119888509,16148163716274295838817422401325441945820289367853654366834328888796078514244743944517688933408321374985936618844784
339382601508124027036756517569005991892298284347,22321881620905750065537053549758174392314051105439180827960808811148766031569507369531658908973917480194487449002238
339497147736054233039526718843100109026392770841,17847191722365001693303867015224713686286202484443526050245121610548025934677556794524917974816312675712924159231405
339518892970321169877600118000952817763879143839,13209312120266789819447039401645093738566100601536148431120251134766805778537687176697614957607737943412991039968494
339532850114476990749271733540704991637138411481,19622335188044301064479705596027763625134076372090046916352023846936562053475291842858836111161312505309228100965693
340116349548808386474989594152768214164802525011,13974797697119654893399180733766459682446601377630242334717619790621795747291929223088432259512566515200092110635953
340130331253563824754458655955233378196994057669,3137281866545870209137189742484456912685172227439268442773683486701453730668888981521426912811576154305085757618627
345006593976204528802857994211127932582992957577,13838991109600827002891538278646806941582894695391021897304266972776829859600144972598590341374353817683536933049726
345020776712030236076223258778033229800229221183,6696569628378055105782108868203881317236315242447927480998120808080949210694872589444647046330647361264749989489987
345650052957213980387399806988984680935545867893,13435896135667948095792146151261051599485337048073453121212861461567167239089993298718694829621184619921604312710808
347016131990913073220585206523716306438634514713,7163381585884441841692074068103226604227884586217643804905435645349106955419813055711733639372185998779172891873689
347626781575345132016707569715585820878411423237,15134851900908961980380146424963586030416318303815786245035530890837279528256979523533443568944512168881929118532835
353268157585416505766432611739894963033350455989,7210729032162011636751565523061571059024313873301151126645953041921179199184824876440971938133508127487739884174937
353282679942502277453631973631091653813759241331,11303749939086227821335239834859903037776286896718037911172335168918582521212292917110860788419954247301181655204992
353733708370069775384344123943295340045363353043,13723887510365360817150085252572577467028145099559318706645971768988855962362856651639256341168165014094923319833995
361690029741978114149334559107076933640312920097,9636799534007491377173765982945419419715093729331108085231014757344070894931052927035429127310133406602543214429377
362204252363855967030723617779033288667656495351,5158939079418830963241580741119884294025717677073087970243268749226609467322966003481068980417963082225382731366932
362326501208269893031745583817380793595303833453,736391799849092363598083078020899036755796380107153878037656437123903046787492485660919669279723307080292272465800
368206428015020846791812302116853232363532182941,19842336776457157842922073929545265645645007376473924332682717427011368944772946327731626099364547032081720099986823
368221564463393264048633321554473536673187368139,19662682973452981512216938939590800686646679063777171806328390284638814154358739934456292473291574458642220214977207
370351096630853919721564499046268753829525835629,22982691064675372372155742398306176294433162003826453154776712448086228330704604205122156347343364161712119311630893
371002809108755408924272770587140501703966331721,10452271297139989402166033074340590663732859506057703824356576381003769393228871611098640379719981773651752883418291
377023537251421797675341544432723200517068842937,15913574570807984679678282143453688409271589899969451181299302209181099239921031743269867123947930634056009870293729
377039036158753636742948042648599387209018932623,14565770973166219540354141929651547923586428554053643995093346387031513845966011846331025725141353558314498283889443
379319312448883841836689933791720212786277690593,6607424394638535950860421703741298621300184277366457258039897114744800290672395540365421747869042956429560973668068
379986806433054095494304844738483942221558189357,11479278690780705393435225161749331816019892221606212863697150843143753828732509459943100888361745674939346513905598
386153329174025503241186024262578141112688289629,20615812362863443732791925123228847833012082430688102402653936819738382873459679869735354735800869595114833723365099
386169203394262204919065650456768431999445530891,18809648463667282773311431861946806549298595118352254342470158286892548691710577361625865989659320190018540934029446
